Paper ID,Title,URL,Summary,First Author,Publish Date,Update Date,Code URL,Stars,Categories
2510.18562v1,芯片间超纠缠分布和纠缠净化利用硅集成光子学,http://arxiv.org/abs/2510.18562v1,量子中继器在量子通信中被用来克服量子态的长距离传输损耗。量子中继器基于多种关键技术，包括量子纠缠交换、量子存储和纠缠净化。特别是，量子净化可以从传播在噪声量子通信通道中的退化纠缠态中提炼出高质量纠缠。尽管之前的报告已经通过低噪声通道展示了芯片上的纠缠交换和量子传输，但当前的纠缠净化实验仍然依赖于芯片外部的离散设备，这限制了其可扩展性、稳定性和可控性。在本文中，我们首次展示了基于集成硅芯片的芯片间超纠缠分布和量子纠缠净化。芯片上产生路径编码的高维纠缠光子对，通过光栅耦合器转换为基于光纤的偏振-空间超纠缠，然后分发到接收端硅芯片，并通过消耗空间自由度进行净化。我们基于集成光学的净化方案解决了芯片上量子中继器的最后一个难题，这将促进基于集成光学的量子中继器的实现。,永和裕,2025/10/21,2025/10/21,,N/A,['量子物理学']
2510.18445v1,在25个变貌活跃星系核中发现的重复过渡现象,http://arxiv.org/abs/2510.18445v1,重复变化的活跃星系核（RCL AGN）表现出宽发射线（BEL）的多次出现和消失，其背后的机制仍然是个谜。扩大RCL AGN的样本对于约束转变时间尺度和探测驱动CL行为的吸积物理具有重要意义。本研究旨在利用斯隆数字巡天、大视场多目标光纤光谱望远镜和暗能量光谱仪确认的CL AGN的多时序光谱数据，以及补充的中红外（MIR）光变曲线，来识别RCL AGN。通过选择标准和视觉检查，我们在331个CL AGN中识别出25个RCL AGN，对应的发生率约为8%，表明重复转变在CL AGN中并不罕见。在这25个RCL AGN中，有19个是新发现的，这显著扩大了已知的RCL AGN样本。基于光谱和密集采样的MIR光变曲线，我们为19个RCL AGN推导出可靠的开启转变时间尺度，并发现时间尺度与黑洞质量之间没有显著相关性。,钱东,2025/10/21,2025/10/21,,N/A,['星系的天体物理学']
2510.18147v1,大型语言模型编码了问题的难度。,http://arxiv.org/abs/2510.18147v1,大型语言模型表现出令人困惑的不一致性：它们能解决复杂问题，却经常在看似简单的问题上失败。我们调查了LLM是否以与人类判断一致的方式内部编码问题难度，以及这种表示是否在训练后的强化学习过程中跟踪泛化。我们在60个模型上训练了跨层和标记位置的线性探针，在Easy2HardBench的数学和编码子集上进行评估。我们发现，人类标注的难度具有强烈的线性可解码性（AMC：ρ≈0.88），并且表现出明显的模型规模缩放，而LLM推导出的难度则相对较弱，且缩放效果不佳。沿着难度方向引导表明，推动模型向“更简单”的表示发展可以减少幻觉并提高准确性。在Qwen2.5-Math-1.5B上的GRPO训练过程中，人类难度探针加强，并在训练步骤中与测试准确性呈正相关，而LLM难度探针则退化，与性能呈负相关。这些结果表明，人类标注提供了稳定的难度信号，而强化学习放大了这一信号，而自动从模型性能中得出的难度估计，在模型改进的同时却变得不匹配。我们发布了探针代码和评估脚本，以促进复现。,威廉·卢戈洛比,2025/10/20,2025/10/20,,N/A,['计算与语言']
2510.18010v1,关于汉诺塔图的扩展,http://arxiv.org/abs/2510.18010v1,著名的汉诺塔谜题涉及将$n$个不同大小的圆盘从$p\geq 3$根柱子（传统上$p=3$）中的一根移动到另一根柱子上，同时遵守以下约束：一次只能移动一个圆盘，且不能将一个圆盘放在比它小的圆盘上。关于汉诺塔图$H_p^n$，人们已经了解了很多，其$p^n$个顶点代表谜题的配置，而其边则代表通过一次合法移动相隔的两个配置。在之前的一篇论文中，本文的作者们提出了对于固定的$p \geq 3$，该图的树宽的近似紧上界$O((p-2)^n)$和下界$Ω(n^{(1-p)/2}(p-2)^n)$。在这篇论文中，我们通过给出$H_p^n$扩张的匹配下界$Ω((p-2)^n)$，证明了上界是紧的。,大卫·埃普斯坦,2025/10/20,2025/10/20,,N/A,"['组合数学', '离散数学']"
2510.17570v1,小型碰撞系统中的色彩一致性,http://arxiv.org/abs/2510.17570v1,在小系统碰撞中观察到集体性，这已经成为了重离子领域十多年来面临的挑战。在这些系统中没有喷注淬火现象，与高-$p_\perp$粒子的方位各向异性存在明显的矛盾。在本研究中，我们探讨了色相干性在这一谜团中的作用。为此，我们使用了最新版本的\textsc{Jewel}蒙特卡洛模型，该模型包括了喷注-介质相互作用中的色相干性效应。然后，我们比较了有和无色相干性的两种情景，并量化了其对强子、喷注$R_{AA}$以及高-$p_\perp$ $v_2$的影响。结果表明，尽管相干性效应确实导致了$R_{AA}$的增加，但它们对$v_2$的影响并不相同。利用\textit{Trajectum}生成的流体动力学分布，我们比较了相同电荷粒子数密度的O+O和Pb+Pb碰撞，发现尽管两者的形状不同，但两种系统的核修正因子是相同的。,伊莎贝尔·科尔贝,2025/10/20,2025/10/20,,N/A,['高能物理-现象学']
2510.16838v1,夸克胶子等离子体磁成分的贝叶斯推断,http://arxiv.org/abs/2510.16838v1,色磁单极子（CMM），即携带色磁电荷的非阿贝尔规范场的涌现拓扑激发，长期以来一直被假定为在量子色动力学（QCD）的真空约束、$T_c\approx 160\rm MeV$温度下的去约束相变以及强耦合夸克胶子等离子体（QGP）的性质中扮演着重要角色。虽然这类CMM已被发现为解决重离子碰撞测量中的难题提供了解决方案，但它们在过去通常被作为模型假设引入。在这里，我们展示了如何首次以数据驱动的方式确定它们的实际存在并提取它们的丰度。利用\textsc{cujet3}框架进行喷注能量损失的计算，并分析了一组关于高横动量强子的核修正因子（$R_{\mathrm{AA}}$）和椭圆流（$v_2$）的全面实验数据集，通过贝叶斯推断获得了QGP中CMM的比例，发现在$1\sim 2 T_c$区域中其比例相当可观。后验CMM比例进一步通过与其他数据的良好一致性得到验证，并且还表明可以定量预测与当前最先进知识一致的QGP输运性质。,于国,2025/10/19,2025/10/19,,N/A,['高能物理-现象学']
2510.17893v1,脉冲星序列的封闭形式,http://arxiv.org/abs/2510.17893v1,在这篇论文中，我们研究了脉冲星序列，这是一个由Cracking the Cryptic YouTube频道引入的基于拉丁方格的脉冲星谜题所派生出的整数序列。脉冲星谜题由两个相互缠绕的螺旋形，分别由圆圈和未圈出的方块组成，分别生成双序列和脉冲星序列。我们研究了脉冲星谜题的性质，并将我们的工作重点放在构建脉冲星序列上，这使得我们能够解决任何大小的脉冲星谜题。论文最后提出了一个计算脉冲星序列任何项的一般公式。,刘瑞安,2025/10/18,2025/10/18,,N/A,['历史和概述']
2510.16626v1,评估公共薪酬差距：法国公共部门与私营部门工资的比较,http://arxiv.org/abs/2510.16626v1,这篇论文解决了公共-私人工资文献中的实证难题：为什么使用相似数据的 研究 得出关于工资溢价和惩罚的矛盾结论。利用丰富的法国行政面板数据（2012-2019），本研究有两个主要贡献：首先，它提出了一套关于工资动态、行业流动性和跨行业性别差异的新颖、直观但之前未记录的风格事实。结果显示，微小的时薪差距掩盖了终身收入和就业稳定性的巨大差异。特别是女性，在公共部门获得了显著的终身收入优势，这得益于更高的留存率、更好的兼职工作补偿以及与私人部门相比更公平的年度小时数，而在私人部门，性别差距仍然较大，尤其是对于受过高等教育的人。相反，受过高等教育的男性在公共就业中由于僵化的工资结构而遭受终身惩罚。通过使用期望最大化算法灵活地模拟行业转换、就业和离职转换以及收入异质性，本研究表明，溢价和惩罚都系统地取决于性别、教育和劳动力市场经验。分析揭示，在工资动态中仍然存在显著的未观察到的异质性。这些发现通过提供关于行业差异、性别在转换、兼职工作和工资方面的全面描述性叙述，统一了现有的叙述。,瑞迪·卡尔西,2025/10/18,2025/10/18,,N/A,[]
2510.16476v1,NP-引擎：通过可验证的合成NP问题赋能大型语言模型中的优化推理,http://arxiv.org/abs/2510.16476v1,大型语言模型（LLMs）展现了强大的推理能力，例如OpenAI的O系列和DeepSeek R1模型在数学、编码、逻辑和谜题等任务上通过可验证奖励的强化学习（RLVR）表现出色。然而，它们解决更复杂优化问题——尤其是NP-hard问题——的能力仍处于探索阶段。为了填补这一空白，我们提出了NP-ENGINE，这是第一个用于在NP-hard问题上训练和评估LLMs的全面框架。NP-ENGINE涵盖了五个领域中的10个任务，每个任务都配备了（i）一个可控制的实例生成器，（ii）一个基于规则的验证器，以及（iii）一个启发式求解器，该求解器提供近似最优解作为基准。这个生成器-验证器-启发式求解器流程使得在分层难度下进行可扩展和可验证的RLVR训练成为可能。我们还引入了NP-BENCH，这是一个从NP-ENGINE-DATA派生出来的基准，专门用于评估LLMs解决NP-hard级别推理问题的能力，不仅关注可行性，还关注解决方案的质量。此外，我们展示了QWEN2.5-7B-NP模型，该模型通过在Qwen2.5-7B-Instruct上进行零RLVR和课程学习进行训练，在NP-BENCH上显著优于GPT-4o，并且以相同的模型规模实现了SOTA性能。除了领域内任务外，我们还证明在NP-ENGINE-DATA上进行的RLVR训练能够实现强大的领域外（OOD）泛化到推理任务（逻辑、谜题、数学和知识），以及非推理任务，如指令遵循。我们还观察到一种扩展趋势：增加任务多样性可以提高OOD泛化能力。这些发现表明，丰富的任务RLVR训练是提升LLMs推理能力的一个有希望的途径，揭示了RLVR扩展定律的新见解。,李晓哲,2025/10/18,2025/10/18,,N/A,['人工智能']
2510.16348v1,通过r2SCAN+V方法捕捉到的非紧致共价键中的电子局域化,http://arxiv.org/abs/2510.16348v1,在密度泛函理论中，SCAN（强约束和适当规范）和r2SCAN泛函在预测各种材料的电子、磁性和结构性质方面，包括过渡金属化合物，显著优于广义梯度近似泛函，如PBE（Perdew-Burke-Ernzerhof）。然而，仍有一些令人困惑的情况，其中SCAN和r2SCAN表现不佳，例如在计算石墨烯的能带结构、Fe的磁矩、Cr2分子的势能曲线以及VO2的键长时。这项研究确定了这些具有挑战性的材料的一个共同特征：通过s-s、p-p或d-d电子杂化形成的非紧凑共价键。虽然SCAN和r2SCAN在捕捉局部原子位点上的电子局域化方面表现出色，但它们在描述非紧凑共价键中的电子局域化方面存在困难，导致改进存在偏差。为了解决这个问题，我们提出了r2SCAN+V方法作为一项实用的改进，它提高了所有测试材料的准确性。参数V对于金属Fe为4 eV，但对于其他情况则显著较低。我们的发现为未来高级泛函的发展提供了宝贵的见解。,张宇博,2025/10/18,2025/10/18,,N/A,"['材料科学', '计算物理学']"
2510.16246v1,在核心坍缩超新星中生产放射性$^{22}$Na：在原星云颗粒中的Ne-E(L)成分及其对超新星观测可能产生的影响,http://arxiv.org/abs/2510.16246v1,前太阳系石墨颗粒携带着它们母星的同位素特征。前太阳系石墨中，有相当一部分元素（如氧、硅、镁和钙）相对于太阳的同位素丰度异常，这与核心坍缩超新星（CCSNe）的核合成相符合。因此，它们必须是在太阳形成之前从CCSNe的喷射物中凝结而成的。它们最令人困惑的同位素丰度特征是$^{22}$Ne富集的成分Ne-E(L)，这被解释为$^{22}$Na（半衰期T$_{1/2}$ = 2.6年）放射性衰变的结果。先前的研究表明，如果氢在爆炸前被吸入氦壳中并且没有完全被摧毁，那么在氦壳材料中的CCSNe冲击会产生大量的$^{22}$Na。在这里，我们专注于这样的CCSNe模型，展示了与颗粒测量相符合的放射性$^{26}$Al的产生，并分析了$^{22}$Na核合成的条件。在这些模型中，$^{22}$Na主要在氦壳中形成，总喷射质量在2.6×10$^{-3}$ M$_{\odot}$到1.9×10$^{-6}$ M$_{\odot}$之间变化。我们表明，这样的$^{22}$Na可能在爆炸后500天内就已经对CCSNe的光变曲线产生影响，在更晚的阶段，它可以是CCSNe光变曲线的主要能量来源，直到$^{44}$Ti衰变成为主导之前，可以持续几年。基于上述CCSNe的产物，由于$^{22}$Na衰变产生的1274.53 keV γ射线通量可能在首次检测到CCSNe光变后数年内可观测到，这取决于距离。这使得CCSNe成为检测与在星际石墨中发现的Ne-E(L)成分一致的$^{22}$Na γ射线特征的潜在地点。最后，我们讨论了$^{22}$Na衰变对银河系正电子湮灭率的潜在贡献。,皮格纳塔里先生,2025/10/17,2025/10/17,,N/A,"['太阳与恒星天体物理学', '高能天体物理现象']"
2510.15304v1,层如拼图碎片：通过层级连接压缩大型语言模型,http://arxiv.org/abs/2510.15304v1,大型语言模型在自然语言处理任务上表现出色，但它们的巨大规模导致了高计算和存储需求。近期的研究试图通过分层结构剪枝来减小模型规模。然而，它们往往忽略了保留剪枝部分的能力。在这项工作中，我们重新审视了结构化剪枝范式，并揭示了几个关键局限：1）由于直接层移除导致的显著性能下降，2）不称职的线性权重层聚合，以及3）缺乏有效的训练后恢复机制。为了解决这些局限，我们提出了CoMe，包括一个基于拼接的层剪枝框架和分层蒸馏训练后过程。具体来说，我们引入了一个通道敏感性度量，该度量利用激活强度和权重范数进行细粒度通道选择。随后，我们采用基于拼接的层合并方法，融合相邻层中最关键的通道，从而实现模型规模的逐步减小。最后，我们提出了一种分层蒸馏协议，该协议利用剪枝期间建立的原始模型层与剪枝模型层之间的对应关系，从而实现高效的知识迁移。在七个基准测试上的实验表明，CoMe实现了最先进的性能；当剪枝LLaMA-2-7b的30%参数时，剪枝模型保留了其原始平均精度的83%。我们的代码可在https://github.com/MPI-Lab/CoMe上获取。,费王,2025/10/17,2025/10/17,,N/A,"['计算机视觉与模式识别', '学习']"
2510.14598v1,关于神经发育障碍的实体增强现实探索性研究之二,http://arxiv.org/abs/2510.14598v1,可感知增强现实（TAR）是一种交互范式，它将物理世界和数字世界融合在一起，创造出沉浸式、互动式的体验。本文探讨了两个TAR应用，即“全息市场”（Holomarket）和“海洋流动之旅”（ATOF），并介绍了两个探索性研究对它们在神经发育障碍（NDD）患者中可用性和受欢迎程度的评估结果。全息市场旨在模拟超市购物体验，帮助用户发展诸如物品选择、基础算术和货币处理等基本生活技能。参与者与增强现实食品项目和智能收银机互动，在虚拟超市环境中导航。虽然参与者享受了逼真的环境和可感知的交互，但一些可用性挑战，如操纵虚拟对象的困难以及长时间佩戴头显的不适，也被注意到了。“海洋流动之旅”将用户环境转变为一个海洋世界，参与者使用形状像海豚的智能对象来完成收集物品和解决谜题等任务。该应用旨在提高运动协调能力和认知技能。参与者赞赏了沉浸式体验、可定制的任务以及可感知的海豚界面。然而，一些人在与特定虚拟元素互动时遇到了困难。总的来说，这两个应用都显示出作为NDD治疗工具的潜力，提供了吸引人且沉浸式的体验。尽管存在一些可用性挑战和硬件限制，但积极的反馈表明，TAR可能在未来的治疗干预中发挥关键作用。需要进一步的研究来完善这些应用，并提高用户交互的舒适度。,弗朗切斯科·沃纳,2025/10/16,2025/10/16,,N/A,['人机交互']
2510.13969v1,基于同位旋的EWP树关系,http://arxiv.org/abs/2510.13969v1,在1998年，研究表明，如果在无魅力的$B \to PP$衰变（$P$是一个轻的伪标量介子）中假设存在味SU(3)对称性（SU(3)$_F$），那么一些涉及电弱企鹅（EWP）算符的简并矩阵元与涉及树图算符的矩阵元有关。同样，EWP图与树图有关。这些SU(3)$_F$ EWP-树关系最近被用于$B \to PP$衰变的全局分析。多年来，这些关系也被用于分析$B \to πK$难题，尽管$B \to πK$振幅是通过同位旋对称性（SU(2)$_I$）相关联的，而不是完整的SU(3)$_F$。在这篇论文中，我们表明，即使只假设SU(2)$_I$，仍然存在EWP-树关系。在$ΔS=0$衰变中，这些关系与SU(3)$_F$的关系相似，可以用来在从$B \to ππ$衰变中提取CP相$α$时考虑EWP的贡献。在$ΔS=1$衰变中，SU(2)$_I$ EWP-树关系与SU(3)$_F$的关系相当不同；当使用这些关系来分析$B \to πK$难题时，现在发现与标准模型（SM）存在4-5$σ$的差异，这比之前发现的差异要大得多。我们论证，如果分析一组介子$B$衰变，其振幅是通过同位旋相关联的，那么在分析这一组衰变时，必须使用该组衰变的SU(2)$_I$ EWP-树关系。,布巴尼约蒂·巴特拉查里亚,2025/10/15,2025/10/15,,N/A,['高能物理-现象学']
2510.13759v1,Uni-MMMU：一个大规模多学科多模态统一基准,http://arxiv.org/abs/2510.13759v1,统一的多模态模型旨在共同实现视觉理解和生成，但现有的基准测试很少考察它们真正的整合。现有的评估要么将这两种能力孤立对待，要么忽略了本质上将它们结合的任务。为了解决这一差距，我们提出了Uni-MMMU，这是一个全面且学科意识强的基准，系统地展示了生成和理解在包括科学、编码、数学和谜题在内的八个以推理为中心的领域之间的双向协同作用。每个任务都是双向耦合的，要求模型（i）利用概念理解来指导精确的视觉合成，或（ii）利用生成作为认知支架进行推理分析。Uni-MMMU包含了可验证的中间推理步骤、独特的真实情况和可复制的评分协议，用于文本和视觉输出。通过对最先进的统一、仅生成和仅理解模型进行广泛评估，我们揭示了显著的性能差异和跨模态依赖性，提供了关于何时以及如何这些能力相互加强的新见解，并为推进统一模型建立了可靠的基石。,邹凯,2025/10/15,2025/10/15,,N/A,['计算机视觉与模式识别']
2510.12563v2,硬核逻辑：通过长尾逻辑谜题游戏挑战大型推理模型,http://arxiv.org/abs/2510.12563v2,大型推理模型（LRMs）在复杂任务上展现了令人印象深刻的性能，包括需要推导出满足所有约束条件的逻辑谜题游戏。然而，它们是否能够灵活地应用适当的规则来应对各种条件，尤其是在面对非标准游戏变体时，这仍然是一个未解之谜。现有的语料库主要关注像9x9数独这样的流行谜题，这可能导致过度拟合标准格式和对解决方案模式的记忆，这可能会掩盖理解新规则或适应新变体策略的不足。为了解决这个问题，我们引入了HardcoreLogic，这是一个包含10个游戏、超过5000个谜题的挑战性基准，旨在测试LRMs在逻辑游戏“长尾”部分的鲁棒性。HardcoreLogic通过三个维度系统地转换标准谜题：增加复杂性（IC）、不常见元素（UE）和不可解谜题（UP），以减少对捷径记忆的依赖。在一系列LRMs上的评估显示，即使是那些在现有基准上取得最高分的模型，其性能也出现了显著下降，这表明它们对记忆中的刻板印象有严重的依赖。虽然增加复杂性是难度的主要来源，但模型也难以应对那些不一定增加谜题难度的微妙规则变化。我们对可解和不可解谜题的系统错误分析进一步突出了真正推理中的差距。总的来说，HardcoreLogic揭示了当前LRMs的局限性，并建立了一个用于推进高级逻辑推理的基准。,梁静珩,2025/10/14,2025/10/15,,N/A,['人工智能']
2510.11908v1,一个让我既困惑又愉悦的几何开放问题画廊,http://arxiv.org/abs/2510.11908v1,这是一系列我认为像谜题一样的几何开放问题：它们牢牢地印在我的脑海中——我看到许多抓手，但没有任何多余的手。这里收录问题的唯一标准是谜题的魅力；重要性被忽略了。,安东·彼得鲁宁,2025/10/13,2025/10/13,,N/A,"['微分几何', '度量几何学']"
2510.11812v1,幻影召回：熟悉谜题如何愚弄智能模型,http://arxiv.org/abs/2510.11812v1,大型语言模型（LLMs）如GPT、Gemini和Claude通常在解决经典逻辑谜题方面显得游刃有余——但它们答案背后的真正推理有多少呢？最近的研究表明，这些模型往往依赖于记忆中的模板，而不是从第一原理进行推理。当谜题略有修改时，它们的性能就会崩溃，显示出惊人的脆弱性。特别是，我们提出了以下问题：LLMs是否解决了这些问题？在多大程度上解决了？对于其他谜题的扰动又如何？是否存在一种重新表述提示的方法，以便模型表现得更好？为了系统地检验这些问题，我们引入了PHANTOM RECALL，这是一个包含25个著名逻辑谜题和149个精心设计的扰动的基准。我们评估了11个领先的LLMs，并发现了一个反复出现的失败模式——幽灵回忆，即模型自信地重现了记忆中的解决方案或不再适用于修改后场景的虚假理由。为了探究和缓解这个问题，我们贡献了三个工具：（i）一个自动的逻辑等价性判断器，用于检测推理不匹配；（ii）一个细粒度的推理错误分类法；（iii）一个基于提示的缓解框架，该框架由这些分类法指导。尽管在未修改的谜题上几乎完美准确，但在扰动的谜题上，模型的表现显著低于人类，表现出幽灵回忆和过度阐释。我们的发现揭示了一个关键的限制：当上下文线索发生变化时，LLMs往往无法重新推理——这突显了语言流畅性和逻辑理解之间的差距。,苏拉迪普·穆克霍帕达亚（Souradeep Mukhopadhyay）,2025/10/13,2025/10/13,,N/A,"['计算与语言', '人工智能']"
2510.11581v1,JWST/MIRI-MRS观测到的贫金属星系CGCG 007-025：富勒烯烃（PAHs）和高度电离气体的空间位置,http://arxiv.org/abs/2510.11581v1,多环芳烃（PAHs）是星际介质物理条件的关键诊断指标，在中红外（中红外）波段被广泛用于追踪星系形成。中红外PAH发射特征的相对强度（例如，6.2、7.7、11.3微米）对分子的尺寸和电离状态都敏感，并且可能受到局部辐射场的强烈影响。然而，在低金属丰度（Z < 0.2 Zsun）的情况下，检测PAHs仍然非常困难，这很可能反映了抑制形成和增强破坏机制的结合。我们展示了新近的JWST/MIRI MRS对金属贫乏（Z = 0.1 Zsun）矮星系CGCG 007-025的观测结果。我们证实了之前从Spitzer数据中报告的PAH探测尝试，并且首次识别出一个紧凑的（约50光年）PAH发射区域，几乎与新发现的[Nev](I.P. = 97 eV)发射和星系中最贫金属、强烈星形成区域共空间。11.3微米的PAH特征被清晰检测到，而其他通常更亮的特点没有发现发射，这表明PAH群体主要由大型的中性分子组成，这些分子对硬电离场具有抵抗力。当与模型进行比较时，涉及[Nev]、[Oiv]和[Nev]的中红外线比率只能通过星形成和活动星系核电离的组合来重现，后者贡献了4-8%。[Oiv]和[Nev]的亮度超过了质量大的恒星或冲击波可以产生的亮度，这突显了一个与最近JWST对类似星系的观测结果相符的令人困惑的情景。这项工作为研究低金属丰度星暴区域的尘埃和星形成物理条件提供了关键参考，这些环境是早期宇宙的典型特征。,玛卡雷纳·G·德尔·瓦莱-埃斯皮诺萨,2025/10/13,2025/10/13,,N/A,['星系的天体物理学']
2510.11564v1,"通过新物理四费米子算符解决 $R_{τ/{μ,e}}\left(D^{(*)}\right)$ 之谜及其对 $Λ_{b}\rightarrowΛ_{c}τ\barν_τ$ 衰变的影响",http://arxiv.org/abs/2510.11564v1,"轻子味普遍性比率$R_{τ/{μ,e}}\left(D^{(*)}\right)$对标准模型（SM）提出了挑战，因为B工厂实验BaBar、Belle和LHCb显示其与理论预测存在$3.31σ$的偏差。利用最新的HFLAV平均值，并纳入来自$B_c$介子寿命的分支比约束（60%、30%和10%），我们确定了不同新物理（NP）四费米算子（具有特定洛伦兹结构）的威尔逊系数（WCs）的值。我们的分析发现，WC情景$\left(C_{S_{L}},C_{S_{R}}\right)$是最可能的，最大拉格朗日量来自SM，并且受到分支比约束的强烈影响。此外，我们确定了三个涉及$C_{V_{L}}$、$C_{V_{L}}^{\prime}$、$C_{V_{L}}^{\prime\prime}$和$C_{S_{R}}^{\prime\prime}$的简并解，作为第二可能的新物理情景。然后，我们通过使用Lattice QCD形式因子研究了这些NP算子对$Λ_{b}\rightarrowΛ_{c}τ\barν_τ$衰变中各种物理可观测量（如$dΓ/dq^{2}$和$P_{L}^τ$）的影响。我们的结果突出了$C_{S_{L}}^{\prime\prime}$、$C_{S_{R}}$、$C_{T}$、$\left(C_{S_{L}},C_{S_{R}}\right)$、$\left(C_{S_{R}},C_{T}\right)$以及涉及$\left(C_{S_{L}},C_{T}\right)$、$\left(C_{S_{L}}^{\prime},C_{T}^{\prime}\right)$和$\left(C_{S_{L}}^{\prime\prime},C_{T}^{\prime\prime}\right)$的三个简并情景作为新物理的强烈指标。不同物理可观测量之间的相关性表明，对于WC$\left(C_{S_{L}},C_{S_{R}}\right)$，$dΓ/dq^{2}$与$P_{L}^τ$之间存在直接相关性；对于涉及$\left(C_{S_{L}},C_{T}\right)$的三个简并WC，$A_{FB}$与$P_{L}^{Λ_{c}}$之间存在相关性。我们希望这些可观测量在当前和未来的实验中的测量将帮助我们仔细审查这些对各种NP耦合的限制。",穆罕默德·阿尔斯兰,2025/10/13,2025/10/13,,N/A,"['高能物理-现象学', '高能物理实验', '高能物理-晶格']"
2510.11457v1,从《答案》到《思考》：大型语言模型优化中的推理过程多维度监督,http://arxiv.org/abs/2510.11457v1,提升大型语言模型（LLMs）的多步推理能力是一项关键且具有挑战性的任务。目前主流的方法，即结果监督强化学习（RLVR），仅对正确最终答案进行奖励，这往往会导致推理错误并遭受稀疏奖励信号的问题。虽然过程级奖励模型（PRMs）提供了更密集的、逐步的反馈，但它们缺乏泛化性和可解释性，需要针对推理过程进行特定任务的分割。为此，我们提出了维度级奖励模型（DRM），这是一种新的监督框架，它弥合了这两种方法之间的差距。DRM从三个基本、互补且可解释的维度评估推理过程的质量：置信度用于不确定性校准、相关性用于语义对齐、连贯性用于逻辑一致性。这三个维度共同捕捉了超出最终答案正确性的方面，并允许在不需要真实答案的情况下进行可解释的评估。实验结果表明，DRM提供了有效的监督信号，指导LLMs的优化并增强了它们的推理能力。特别是，DRM监督训练在分布内和分布外开放域任务上均实现了持续的提升，包括数学、问答、代码执行和谜题。我们的发现表明，对推理过程的多维度监督可以提升LLMs在训练分布之外的泛化推理能力。,王贝宁,2025/10/13,2025/10/13,,N/A,['人工智能']
2510.10871v1,遗传密码进化中的忠实性与多样性相互作用,http://arxiv.org/abs/2510.10871v1,遗传密码的起源和组织原则仍然是生命科学中的基本谜题。自然中密码子到氨基酸映射偶然出现的概率极低，这促使了这样一个假设：其结构是一个针对对抗突变和翻译错误的鲁棒性进行了优化的解决方案。为了构建有效的分子机器，编码氨基酸的字典在物理化学特性上也必须足够多样化。在这里，我们考察标准遗传密码是否可以理解为一种近乎最优的解决方案，它平衡了这两个目标：最小化错误负荷并将密码子分配与自然发生的氨基酸组成对齐。通过模拟退火，我们探索了这一权衡在广泛参数范围内的表现。我们发现，标准遗传密码位于多维参数空间中的局部最优附近。它是一种高度有效的解决方案，在忠实性和资源可用性约束之间取得了平衡。这些结果表明，目前的遗传密码反映了在忠实性和多样性冲突压力下的共同进化，为它的出现和进化提供了新的见解。,优达姆·邵（音译）,2025/10/13,2025/10/13,,N/A,"['其他定量生物学', '生物物理学']"
2510.15974v1,大型语言模型在确定性游戏代理框架中涌现推理的局限性,http://arxiv.org/abs/2510.15974v1,最近的研究报告称，大型推理模型（LRMs）在解决超过一定困惑度阈值的谜题时，其性能会出现崩溃。在随后的讨论中，人们提出了关于任务性质是否模糊了真正推理的评价的问题。一个潜在的混淆因素是模型需要自己跟踪状态空间。我们为大型语言模型（LLM）提供了一个环境接口，用于解决汉诺塔问题，允许它通过工具调用进行一步操作，提供书面理由，观察结果状态空间，并为自己提示下一步操作。我们观察到，访问环境接口并不会延迟或消除性能崩溃。此外，LLM参数化的策略分析显示，模型在每一层复杂性上都与最优策略和均匀随机策略越来越偏离，这表明模型在每个复杂度级别上表现出类似崩溃的模式，并且性能取决于该模式是否反映了问题的正确解决方案。我们建议，在LRMs中可能也会发生类似的现象。,克里斯·苏,2025/10/12,2025/10/12,,N/A,['人工智能']
2510.09967v1,《基于深度学习的四维光谱偏振反演（SPIn4D）：II. 用于三维太阳光球重建的物理信息机器学习方法》,http://arxiv.org/abs/2510.09967v1,从观测中推断三维（3D）太阳大气结构是推进我们对驱动太阳活动磁场和电流理解的关键任务。在这项工作中，我们介绍了一种新颖的、基于物理信息的机器学习方法，用于根据光学深度采样光谱偏振反演的输出重建下太阳大气的3D结构。在此方法中，同时返回了完全去歧义的矢量磁场和与每个光学深度相关的几何高度。传统的技术通常假设单层结构来解析180度的方位角歧义，要么忽略恒定光学深度表面（例如，太阳黑子中的威尔逊凹陷）的内禀非平面物理几何，要么将其作为后处理步骤进行校正。相比之下，我们的方法同时将光学深度映射到物理高度，并在3D中完全强制执行磁场无散度条件。对平静太阳、光斑和太阳黑子磁流体动力学模拟的测试表明，我们的方法能够可靠地恢复具有可感知磁场强度的位置的横向磁场方向。通过耦合方位角歧义和几何高度问题的解决，我们实现了三维矢量磁场的自洽重建，进而扩展到电流密度和洛伦兹力。这种受物理约束、无标签的训练范例是一个可推广的、以物理为基础的框架，它跨越了太阳磁环境，同时提高了对各种太阳谜题的理解。,杨凯（Kai E. Yang）,2025/10/11,2025/10/11,,N/A,['太阳与恒星天体物理学']
